"age","gender","height","weight","weekly_km","country","shoe_brand","marathons_xp","personal_best","injured_prev_mth","injured_prev_qtr","injured_prev_hy"
28,"Female",169,67,34,"Australia","Asics",0,NA,0,0,0
24,"Female",194,91,37,"Australia","Adidas",4,300,0,0,1
33,"Female",188,84,34,"Australia","Nike",0,NA,0,0,0
22,"Male",161,66,26,"Australia","Adidas",0,NA,0,0,0
22,"Male",172,80,27,"Australia","Nike",3,254,0,0,0
25,"Male",176,79,48,"Australia","Asics",3,249,0,0,0
31,"Female",160,63,79,"Australia","Adidas",3,291,0,1,1
38,"Female",171,73,43,"Australia","Nike",3,296,0,0,0
44,"Female",165,68,33,"Australia","Adidas",4,324,0,0,0
19,"Female",144,52,51,"Kenya","Brooks",2,209,0,0,0
25,"Male",160,64,45,"Australia","Adidas",2,262,0,0,0
41,"Female",172,76,42,"Australia","Brooks",2,308,0,1,1
22,"Female",156,60,62,"UK","Adidas",4,255,0,0,0
28,"Male",155,62,25,"Australia","Nike",2,263,0,1,1
28,"Female",195,89,87,"Australia","Asics",2,301,0,0,0
42,"Female",178,83,58,"Australia","Asics",2,291,0,0,0
47,"Male",170,75,44,"Australia","Brooks",7,328,0,0,0
33,"Female",167,73,67,"Australia","Brooks",5,284,0,0,0
27,"Female",158,59,43,"Australia","Saucony",3,331,0,0,0
25,"Male",156,69,17,"Australia","Brooks",3,268,0,0,0
27,"Female",162,69,45,"Aus","Asics",0,NA,1,1,1
22,"Female",161,63,61,"Australia","Asics",1,253,0,0,1
18,"Female",170,68,21,"UK","Nike",3,237,0,0,0
39,"Male",172,74,49,"USA","Asics",2,302,0,0,0
19,"Female",176,78,54,"Australia","Brooks",1,213,0,0,0
39,"Female",173,67,48,"Australia","Adidas",7,281,0,0,0
22,"Male",183,86,31,"Australia","Brooks",2,261,0,0,0
35,"Male",172,69,15,"Australia","Saucony",2,310,0,0,0
25,"Male",170,74,86,"Australia","Saucony",1,251,0,1,1
26,"Male",162,68,33,"Australia","Saucony",3,220,0,0,0
33,"Male",160,71,33,"Australia",NA,5,299,0,0,0
28,"Male",182,84,39,"Kenya","Asics",2,298,0,0,0
20,"Male",169,76,12,"Australia","Asics",2,298,0,0,0
36,"Male",166,71,47,"Australia","Brooks",3,384,0,0,0
18,"Male",154,60,36,"Australia","Adidas",2,228,0,0,1
25,"Male",160,64,13,"Australia","Asics",3,302,0,0,0
21,"Female",155,67,18,"Australia","Asics",3,180,0,0,0
21,"Female",170,72,54,"Australia","Adidas",3,209,0,0,0
33,"Male",190,83,9,"Australia","Brooks",1,292,0,0,0
54,"Male",158,63,44,"Kenya","Asics",6,395,0,0,0
35,"Female",179,75,30,"UK","Nike",2,304,0,0,1
21,"Male",173,71,16,"Australia","Nike",6,219,0,0,0
33,"Female",174,69,97,"Australia","Nike",3,273,0,0,1
32,"Male",142,53,43,"Australia","Asics",0,NA,0,0,0
29,"Male",163,72,16,"Australia","Asics",3,351,0,0,0
41,"Female",173,73,25,"Australia","Nike",4,281,0,0,1
34,"Male",174,68,30,"Australia","Adidas",1,327,0,1,1
38,"Female",161,68,44,"Australia","Brooks",2,308,0,1,1
24,"Male",158,67,38,"Japan","Asics",2,265,0,1,1
19,"Male",133,50,44,"Australia","Brooks",1,234,0,0,0
21,"Female",139,51,55,"Australia","Asics",1,255,1,1,1
26,"Male",163,68,50,"Australia","Brooks",2,231,0,1,1
21,"Male",156,63,86,"Kenya","Nike",2,230,0,0,0
23,"Male",158,61,19,"UK","Saucony",1,273,0,0,0
28,"Female",174,72,4,"Australia","Brooks",0,NA,0,0,0
22,"Female",168,71,63,"Australia","Brooks",2,261,0,0,0
37,"Female",164,62,36,"Kenya","Asics",3,261,0,0,0
18,"Male",158,65,25,"Australia","Saucony",0,NA,0,0,0
42,"Female",163,66,69,"Japan","Nike",4,279,0,0,0
26,"Female",179,74,102,"Australia","Saucony",1,259,1,1,1
25,"Female",162,64,32,"Australia","Saucony",3,298,0,0,0
33,"Male",150,62,34,"Australia","Brooks",2,281,0,0,0
24,"Male",167,75,20,"Australia","Nike",2,281,0,0,0
38,"Male",161,64,42,"Australia","Saucony",2,274,0,0,0
32,"Male",165,66,64,"UK","Asics",2,294,0,0,0
29,"Male",178,76,63,"Australia","Asics",3,271,0,0,0
38,"Female",168,76,28,"UK","Nike",3,280,0,0,1
33,"Female",182,78,52,"Australia","Adidas",2,362,0,0,0
50,"Female",156,64,58,"UK","Brooks",4,388,0,0,0
39,"Male",168,70,12,"Australia","Saucony",3,302,1,1,1
38,"Female",156,66,21,"Australia","Nike",1,344,0,0,1
29,"Male",186,78,29,"Australia","Nike",5,368,0,0,0
24,"Male",155,61,32,"Australia","Nike",1,257,0,0,0
23,"Female",170,72,18,"Australia","Saucony",6,202,0,0,0
37,"Male",193,88,60,"Australia","Nike",4,264,0,0,0
24,"Male",178,70,62,"Australia","Saucony",0,NA,0,0,0
27,"Female",157,62,50,"Australia","Saucony",2,242,0,1,1
34,"Male",178,85,24,"Australia","Nike",1,363,0,0,0
29,"Male",166,68,22,"Australia","Saucony",1,257,0,0,0
27,"Male",183,75,18,"UK","Saucony",2,295,0,0,1
31,"Male",163,69,35,"Australia","Asics",1,345,0,0,0
28,"Male",176,75,21,"Australia","Asics",2,283,0,1,1
41,"Female",178,69,37,"Kenya","Nike",3,285,0,0,0
35,"Female",162,64,43,"Australia","Saucony",2,292,0,0,0
22,"Female",135,46,29,"Kenya","Saucony",4,278,0,0,0
45,"Female",165,67,33,"Australia","Saucony",6,299,0,0,0
25,"Female",152,56,65,"Kenya","Saucony",2,303,1,1,1
31,"Male",158,62,37,"Australia","Asics",2,304,0,0,0
30,"Male",161,59,20,"Japan","Brooks",2,329,0,0,0
26,"Male",157,58,7,"Australia","Asics",0,NA,0,0,0
28,"Female",163,68,42,"Australia","Asics",5,232,0,0,1
30,"Male",173,75,74,"Australia","Asics",1,295,0,0,1
24,"Female",169,72,71,"Australia","Saucony",3,220,0,1,1
41,"Male",180,82,24,"Australia","Adidas",5,343,0,0,0
30,"Male",171,78,30,"Japan","Saucony",4,283,0,0,0
20,"Female",147,61,32,"UK","Nike",3,272,0,0,0
34,"Male",155,65,49,"Australia","Nike",2,341,0,0,0
21,"Male",169,72,41,"Australia","Asics",2,247,0,0,0
34,"Male",165,66,37,"Australia","Adidas",6,321,0,0,0
29,"Female",150,61,26,"Australia","Saucony",3,318,0,1,1
28,"Male",178,79,74,"Australia",NA,0,NA,0,0,0
42,"Male",164,73,24,"UK",NA,3,331,0,0,0
19,"Female",171,69,40,"Australia","Asics",5,192,0,0,0
23,"Male",165,69,51,"Australia","Nike",1,247,0,0,1
32,"Male",146,57,42,"Australia","Adidas",1,343,0,0,0
22,"Male",174,68,35,"Australia","Saucony",0,NA,0,0,1
34,"Male",164,66,32,"Australia","Asics",1,332,0,0,1
31,"Male",177,79,25,"Australia","Asics",0,NA,0,0,0
26,"Male",186,87,74,"Australia","Brooks",2,222,0,0,1
31,"Male",167,68,8,"Australia","Adidas",1,233,0,0,0
25,"Male",158,61,59,"Australia","Brooks",1,295,0,0,0
45,"Female",140,50,48,"Australia","Saucony",2,383,0,0,0
40,"Female",179,72,25,"Australia","Adidas",4,364,0,0,0
23,"Female",149,58,40,"USA","Asics",1,341,0,0,0
21,"Female",158,62,40,"Japan","Adidas",1,298,0,1,1
20,"Female",150,999,35,"Kenya","Brooks",2,222,0,0,0
36,"Male",166,70,28,"UK","Saucony",1,315,1,1,1
22,"Male",175,73,38,"Japan","Asics",2,236,0,0,0
23,"Female",177,88,43,"Australia","Brooks",3,296,0,0,0
21,"Male",153,57,47,"Australia","Brooks",4,266,0,0,0
36,"Female",170,68,35,"Australia","Asics",2,311,0,0,0
24,"Male",159,66,54,"Australia","Asics",2,259,0,0,0
32,"Female",179,74,66,"Australia","Brooks",1,388,0,0,0
42,"Male",156,64,44,"Kenya","Nike",2,360,0,0,0
27,"Female",178,83,36,"Australia","Saucony",1,299,0,0,0
39,"Male",152,59,44,"Australia","Asics",2,464,0,0,0
24,"Female",150,61,65,"Australia","Saucony",0,NA,0,0,0
32,"Female",154,62,19,"Australia","Brooks",1,348,0,1,1
37,"Male",166,62,39,"Australia","Brooks",1,289,0,0,0
26,"Female",187,75,27,"Australia","Adidas",1,344,0,0,1
20,"Female",163,62,20,"Australia","Brooks",1,260,0,0,0
27,"Male",182,86,31,"Australia","Asics",2,262,0,0,1
26,"Female",179,80,40,NA,"Asics",1,267,0,0,0
24,"Female",170,70,36,"Australia","Brooks",3,313,0,0,0
21,"Male",165,69,29,"Australia","Asics",4,269,0,0,1
18,"Male",157,58,26,"Australia","Asics",1,210,0,0,0
20,"Male",159,56,41,"Australia","Nike",4,252,0,0,0
39,"Male",177,82,16,"Australia","Adidas",1,320,0,0,0
21,"Male",157,63,34,"Australia","Saucony",0,NA,0,0,0
25,"Female",164,67,139,"Australia","Saucony",1,232,0,0,0
19,"Male",184,74,21,"Australia","Asics",1,265,0,0,0
19,"Female",166,72,47,"USA","Nike",1,220,0,0,0
21,"Female",178,81,37,"UK","Nike",0,NA,0,0,0
23,"Male",170,73,32,"Australia","Asics",2,279,0,0,0
21,"Female",164,73,32,"Australia","Adidas",3,220,0,1,1
23,"Female",163,64,26,"Aus","Saucony",3,253,0,0,0
20,"Male",156,63,44,"Aus","Adidas",0,NA,0,0,0
35,"Female",169,67,28,"Australia","Saucony",2,257,0,0,0
34,"Female",167,67,10,"Australia","Asics",1,331,0,0,0
44,"Male",155,64,27,"Australia","Asics",3,310,0,1,1
35,"Female",172,73,77,"Australia","Nike",2,221,0,0,0
25,"Female",171,74,34,"Australia","Nike",2,282,0,0,1
21,"Female",179,82,37,"USA","Brooks",4,239,0,0,0
32,"Female",172,71,31,"Australia","Brooks",2,310,0,1,1
22,"Female",171,65,44,"Australia","Saucony",3,285,0,0,1
32,"Male",153,57,54,"Australia","Nike",2,333,0,1,1
37,"Male",160,54,51,"Australia","Asics",2,335,0,0,0
24,"Female",167,73,17,"Germany",NA,3,242,0,0,1
49,"Female",159,61,13,"Australia","Nike",3,349,0,0,0
25,"Female",176,72,16,"Australia","Adidas",6,265,0,0,1
34,"Male",154,58,34,"Australia","Saucony",3,317,0,0,0
37,"Female",160,66,40,"Australia","Brooks",3,330,0,0,0
21,"Male",183,70,44,"Australia","Brooks",0,NA,0,0,0
23,"Male",182,73,16,"Australia","Brooks",2,294,0,0,0
23,"Male",182,79,102,"Australia","Saucony",0,NA,0,0,0
36,"Female",178,78,25,"Australia","Brooks",1,277,0,0,0
33,"Male",166,65,21,"Australia","Saucony",2,269,0,0,0
32,"Female",162,71,21,"Australia","Asics",2,302,0,0,0
21,"Male",169,66,22,"Australia","Asics",4,184,0,0,0
19,"Female",179,81,18,"Australia","Adidas",1,221,0,0,0
23,"Male",164,69,25,"Australia","Adidas",2,285,0,0,0
37,"Male",166,68,75,"Australia","Nike",4,329,0,0,0
36,"Female",163,67,37,"Australia","Brooks",2,346,1,1,1
37,"Female",169,72,11,"Australia","Saucony",2,317,0,0,0
23,"Male",170,73,20,"Australia","Asics",2,286,0,0,0
34,"Female",174,80,42,"Australia","Asics",5,300,0,0,0
26,"Female",159,69,76,"Australia","Adidas",1,278,0,0,0
30,"Female",145,56,41,"Australia","Saucony",1,354,0,0,0
28,"Male",176,77,54,"Australia","Adidas",3,301,0,0,0
19,"Female",190,85,40,"Australia",NA,3,212,0,0,1
30,"Male",162,71,53,"Australia","Saucony",2,269,0,0,0
24,"Male",164,64,41,"Australia","Adidas",1,307,0,0,0
18,"Male",165,73,31,"Australia","Nike",3,187,0,0,0
30,"Male",154,62,31,"Australia","Saucony",4,262,0,0,0
34,"Female",175,78,66,"Australia","Nike",2,291,0,0,0
40,"Female",178,84,50,"Australia","Brooks",3,286,0,0,0
18,"Female",173,82,43,"Australia","Saucony",1,229,0,0,0
30,"Female",179,77,44,"Australia","Adidas",2,294,0,0,0
33,"Male",193,93,45,"Australia","Brooks",1,268,0,0,0
23,"Female",168,73,68,"Australia","Nike",2,253,0,0,0
31,"Male",159,66,73,"Australia","Adidas",2,248,0,0,0
44,"Female",164,68,53,"Kenya","Brooks",3,301,0,0,0
18,"Female",174,73,22,"Australia","Nike",3,309,0,0,1
43,"Female",172,74,26,"Australia","Adidas",3,295,0,0,0
30,"Female",176,75,41,"Australia",NA,2,320,0,1,1
24,"Female",167,65,39,"Australia","Adidas",1,246,0,0,0
21,"Female",151,58,24,"Australia","Brooks",3,265,0,0,0
30,"Male",166,66,76,"Australia","Asics",4,326,0,0,1
19,"Male",162,64,18,"Australia","Nike",1,293,0,0,0
24,"Male",183,75,80,"Australia","Asics",3,241,0,0,0
38,"Male",140,51,31,"Kenya","Saucony",2,370,0,0,0
23,"Male",167,67,33,"Australia","Adidas",1,248,0,1,1
22,"Male",171,69,15,"Australia","Saucony",1,300,0,0,0
37,"Male",170,66,61,"Australia","Asics",3,299,0,0,0
48,"Male",166,71,42,"Australia","Brooks",4,342,0,0,0
33,"Male",153,62,41,"Australia","Asics",7,290,0,0,0
23,"Female",148,51,31,"Australia","Adidas",3,254,0,0,0
22,"Male",164,72,33,"Germany","Nike",2,238,0,1,1
20,"Male",200,97,25,"Australia","Adidas",0,NA,0,0,0
29,"Male",162,68,9,"Australia","Adidas",3,247,0,0,1
28,"Female",164,66,42,"Australia","Nike",2,306,0,0,0
24,"Male",167,70,22,"Australia","Saucony",2,232,0,0,0
32,"Male",171,75,78,"Australia","Nike",2,328,0,0,0
42,"Female",182,83,42,"Germany","Nike",3,366,1,1,1
48,"Male",163,64,22,"Australia","Saucony",3,331,0,1,1
21,"Female",181,77,55,"Australia","Saucony",0,NA,0,0,0
31,"Male",164,64,38,"Australia","Saucony",1,258,0,0,1
23,"Female",184,85,58,"Japan","Adidas",5,239,0,0,0
25,"Female",169,74,44,"Australia","Nike",3,244,0,0,0
23,"Male",171,77,43,"Australia","Brooks",4,243,0,0,0
28,"Male",176,70,25,"Australia","Adidas",2,270,1,1,1
30,"Male",160,64,56,"UK","Adidas",1,270,0,0,0
43,"Male",168,61,37,"Australia","Brooks",5,382,0,0,0
36,"Male",170,70,26,"Australia","Nike",5,316,0,0,0
34,"Male",172,78,21,"Australia","Adidas",3,344,0,0,0
31,"Male",157,66,24,"Australia","Saucony",1,271,0,0,0
26,"Male",151,61,33,"Australia","Nike",0,NA,0,0,0
38,"Female",156,63,50,"Australia","Saucony",3,301,1,1,1
18,"Male",168,72,24,"Australia","Saucony",3,244,0,0,1
35,"Female",136,49,12,"Australia","Nike",2,261,0,0,0
36,"Female",169,72,32,"Australia","Saucony",3,279,0,0,0
35,"Female",168,70,48,"Australia","Nike",4,314,0,0,0
26,"Male",181,76,49,"Australia","Asics",2,246,0,0,0
27,"Male",134,46,20,"Australia","Adidas",3,324,0,0,0
31,"Male",155,66,49,"Australia","Adidas",0,NA,0,0,0
38,"Female",164,65,33,"Australia","Nike",3,330,1,1,1
27,"Female",169,69,32,"Australia","Nike",2,277,0,0,0
35,"Male",146,53,62,"Australia","Brooks",0,NA,0,0,0
38,"Female",142,50,43,"Kenya","Asics",3,311,0,0,0
23,"Male",169,80,39,"Australia","Saucony",4,269,0,0,0
20,"Female",148,58,56,"Japan","Nike",0,NA,0,0,1
40,"Female",152,56,14,"Australia","Adidas",3,313,0,0,0
35,"Female",152,63,20,"Australia","Saucony",4,298,0,0,0
22,"Female",150,53,34,"Australia","Nike",0,NA,0,1,1
37,"Female",165,68,57,"Australia","Asics",1,278,0,0,0
23,"Female",180,75,49,"Australia","Adidas",0,NA,0,0,1
29,"Male",170,72,29,"Australia","Adidas",2,365,0,0,0
30,"Female",182,83,53,"Australia","Nike",3,276,0,0,0
19,"Female",168,66,32,"Australia","Nike",3,213,0,0,0
37,"Male",164,67,24,"Australia","Adidas",2,286,0,1,1
25,"Female",159,63,31,"Australia","Nike",2,273,0,0,0
27,"Female",165,69,44,"Australia","Nike",1,276,0,0,0
21,"Male",182,81,89,"Australia","Saucony",1,203,0,0,1
30,"Male",163,70,32,NA,"Adidas",3,247,0,0,0
40,"Male",168,72,33,"Australia","Adidas",3,309,0,0,0
24,"Male",156,65,45,"Australia","Nike",1,290,0,0,0
38,"Female",166,71,15,"Germany","Asics",1,NA,0,0,0
39,"Male",161,72,27,"Australia","Asics",2,322,0,1,1
44,"Male",166,72,36,"Australia","Adidas",2,360,0,0,0
27,"Female",153,59,35,"Australia","Nike",2,299,0,0,0
34,"Female",192,88,61,"Australia","Brooks",3,322,0,0,0
25,"Female",185,88,28,"Australia","Brooks",1,256,0,0,0
32,"Male",165,68,80,"Australia","Adidas",5,323,0,0,0
19,"Female",162,71,30,"Australia","Adidas",2,282,0,0,0
37,"Male",172,72,29,"Australia","Adidas",2,284,0,0,0
27,"Female",177,77,29,"UK","Asics",3,288,0,1,1
38,"Male",171,71,43,"Japan","Asics",2,253,0,0,0
39,"Male",153,56,63,"Australia","Saucony",4,327,0,0,0
45,"Female",154,59,18,"Australia",NA,4,331,0,0,1
25,"Male",158,67,65,"Australia","Adidas",0,NA,1,1,1
27,"Female",156,57,43,"Kenya","Brooks",0,NA,0,0,0
40,"Male",164,62,47,"Australia","Brooks",2,318,0,0,0
26,"Male",167,70,45,"Australia","Nike",5,287,0,0,1
31,"Female",181,75,23,"Australia","Saucony",1,289,0,0,0
26,"Female",152,63,20,"Australia","Adidas",0,NA,0,0,0
28,"Male",160,61,43,"Australia","Adidas",0,NA,0,1,1
19,"Male",171,73,11,"Australia","Saucony",0,NA,0,0,1
32,"Male",164,60,75,"Australia","Saucony",4,264,0,0,0
23,"Male",148,61,34,"Australia","Saucony",3,224,0,0,0
25,"Female",185,85,39,"Australia","Asics",3,289,0,0,0
20,"Female",169,66,66,"Australia","Asics",4,265,0,0,0
37,"Male",191,82,51,"Germany","Brooks",4,257,1,1,1
23,"Male",167,71,34,"Australia","Asics",0,NA,0,0,0
33,"Female",162,66,21,"Australia","Nike",1,279,0,0,0
44,"Female",170,68,28,"Germany","Asics",3,302,0,0,0
23,"Female",165,70,36,"Australia","Asics",1,344,0,0,0
32,"Male",170,74,39,"Australia","Nike",0,NA,1,1,1
31,"Female",153,60,42,"Australia","Adidas",1,345,0,0,0
21,"Female",169,68,42,"Australia","Adidas",0,NA,0,0,1
39,"Female",184,84,50,"Australia","Adidas",1,319,0,0,0
22,"Female",179,75,89,"Germany","Adidas",3,241,0,0,0
44,"Male",153,58,22,"Australia","Adidas",3,343,0,1,1
35,"Male",165,70,40,"Australia","Adidas",4,290,0,0,1
20,"Female",157,62,32,"Australia","Adidas",1,292,0,0,0
25,"Male",173,73,71,"Australia","Adidas",1,301,0,0,0
41,"Female",192,89,75,"Australia","Asics",3,314,0,0,0
31,"Female",157,60,14,"Australia","Asics",2,340,0,0,0
22,"Female",137,48,21,"Australia","Saucony",2,269,0,0,0
29,"Male",164,70,21,"Australia","Nike",1,327,0,0,0
24,"Female",162,64,65,"Australia","Asics",4,231,0,0,0
32,"Female",170,71,30,"Australia","Adidas",1,384,0,0,0
37,"Female",163,68,30,"Australia","Asics",2,313,0,0,0
23,"Male",181,77,52,"Australia","Asics",1,216,0,0,1
21,"Male",162,65,23,"Australia","Asics",5,214,0,0,0
27,"Female",176,86,23,"Australia","Brooks",4,300,0,0,0
49,"Female",156,69,32,"Aus","Adidas",4,425,0,0,0
27,"Female",163,63,47,"Australia","Asics",1,230,0,0,0
24,"Male",179,76,35,"Australia","Brooks",5,232,0,0,1
19,"Female",185,81,26,"Australia","Adidas",3,179,1,1,1
35,"Male",141,48,36,"Australia","Nike",2,365,0,0,0
23,"Female",178,82,9,"Australia","Adidas",2,267,0,0,1
27,"Female",156,63,17,"Australia","Brooks",2,276,0,0,0
29,"Male",190,86,55,"Australia","Saucony",3,262,0,0,0
21,"Male",152,59,35,"Kenya","Brooks",1,286,0,0,0
27,"Male",141,52,38,"Australia","Nike",1,298,0,0,0
28,"Male",165,69,14,"Australia","Adidas",0,NA,0,0,1
22,"Male",170,73,65,"Australia","Asics",1,235,0,0,0
33,"Male",165,65,30,"Australia","Adidas",1,298,0,0,0
41,"Male",150,60,35,"Australia","Nike",3,276,0,0,1
34,"Male",186,86,58,"Australia","Nike",2,297,0,1,1
27,"Female",153,59,83,"Australia","Asics",2,303,1,1,1
21,"Male",195,85,71,"Japan","Adidas",3,343,0,0,0
32,"Male",154,59,47,"Australia","Adidas",1,335,0,1,1
25,"Male",158,64,88,"Australia","Saucony",2,268,0,0,0
47,"Female",161,67,35,"Australia","Asics",2,355,0,0,0
30,"Female",165,66,42,"Australia","Adidas",0,NA,0,0,0
31,"Female",163,66,14,"Australia","Brooks",3,321,0,0,0
26,"Female",178,83,55,"Australia","Adidas",2,300,0,0,0
23,"Female",163,66,33,"Australia","Saucony",1,277,0,0,0
27,"Female",160,65,37,"Kenya","Adidas",2,225,0,0,0
35,"Male",154,56,89,"Australia","Nike",2,334,0,0,0
40,"Male",166,74,20,"Australia","Brooks",2,328,0,0,0
40,"Male",160,65,40,"Germany","Asics",6,288,1,1,1
30,"Female",168,64,23,"Australia","Adidas",1,296,0,0,1
26,"Male",156,60,18,"Australia","Saucony",2,259,0,0,0
20,"Male",178,77,23,"Australia","Adidas",1,231,0,0,0
52,"Female",156,64,23,"Japan","Adidas",4,443,0,0,0
39,"Female",183,77,20,"Australia","Nike",4,285,0,0,0
27,"Male",149,60,-29,"Australia","Adidas",3,282,0,0,0
46,"Male",170,70,38,"Germany","Nike",7,294,0,0,1
31,"Female",158,62,51,"Australia","Brooks",0,NA,0,0,0
35,"Female",173,71,37,"Australia","Saucony",4,242,0,0,0
35,"Male",186,89,77,"Australia","Saucony",2,305,0,0,0
24,"Female",168,69,28,"Australia","Brooks",5,225,0,0,0
28,"Female",172,79,61,"Australia","Saucony",1,329,0,0,0
33,"Female",164,69,52,"UK","Saucony",3,311,0,1,1
32,"Male",156,56,104,"Australia","Brooks",2,341,0,0,1
34,"Male",162,73,41,"Australia","Adidas",1,298,0,0,0
21,"Male",153,67,28,"Australia","Saucony",3,253,0,0,0
35,"Male",157,59,72,"Australia","Adidas",0,NA,0,0,0
49,"Male",178,70,35,"USA","Asics",5,350,0,0,0
42,"Male",170,70,23,"Australia","Adidas",1,369,0,0,0
37,"Female",164,67,30,"Kenya","Saucony",2,280,0,1,1
27,"Female",151,60,32,"Australia","Nike",3,258,0,0,0
26,"Male",182,83,31,"Australia","Asics",0,NA,0,1,1
29,"Male",186,81,9,"Australia","Brooks",4,287,0,0,0
23,"Female",179,85,77,"Australia","Adidas",1,201,0,0,0
19,"Male",159,61,37,"Australia","Adidas",0,NA,0,0,0
26,"Male",163,65,27,"Australia","Saucony",0,NA,0,0,0
30,"Female",151,60,70,"Australia","Nike",2,325,0,0,0
30,"Female",155,65,40,"Australia","Adidas",2,259,0,0,1
33,"Male",178,77,35,"Australia","Asics",2,319,1,1,1
24,"Female",167,69,77,"Australia","Saucony",1,285,0,0,0
21,"Male",136,52,25,"Australia","Adidas",3,257,0,0,0
29,"Male",148,57,16,"Australia","Saucony",2,322,0,0,0
25,"Male",170,73,53,"Australia","Asics",3,374,0,0,0
41,"Male",158,61,53,"Australia","Nike",2,357,0,0,0
26,"Male",146,58,7,"Australia","Adidas",0,NA,0,0,0
25,"Female",156,60,51,"Australia","Saucony",1,340,0,0,0
24,"Male",173,75,35,"Australia","Adidas",1,288,0,0,0
28,"Male",172,69,40,"Australia","Adidas",3,238,0,0,0
30,"Female",189,76,28,"Australia","Nike",1,297,0,0,0
31,"Male",163,65,42,"Australia","Nike",4,316,0,1,1
37,"Female",163,71,43,"Australia","Brooks",4,278,0,1,1
33,"Male",166,73,44,"Australia","Asics",3,233,0,0,0
35,"Female",161,64,28,"Australia","Saucony",2,274,0,0,0
18,"Female",180,999,12,"Australia","Nike",0,NA,0,0,0
20,"Female",169,76,34,"Australia","Adidas",2,277,0,1,1
24,"Female",163,71,65,"Australia","Nike",4,297,0,0,1
30,"Male",163,65,43,"Australia","Nike",3,271,1,1,1
42,"Male",174,66,69,"Australia","Nike",1,392,0,0,0
25,"Male",162,69,91,"Australia","Nike",3,306,0,0,0
27,"Male",147,53,58,"Australia","Asics",1,255,0,0,0
19,"Male",172,73,56,"Australia","Brooks",4,248,0,0,0
37,"Female",167,66,49,"Australia","Asics",5,303,0,0,0
20,"Female",175,75,38,"Australia",NA,2,197,0,0,0
32,"Female",167,65,41,"Australia","Asics",5,231,1,1,1
22,"Female",173,71,24,"Australia","Brooks",1,228,0,0,1
32,"Male",163,66,33,"Australia","Brooks",1,311,0,1,1
30,"Female",156,58,55,"Australia","Nike",2,283,0,0,0
33,"Female",179,81,39,"Australia","Asics",2,321,0,0,0
34,"Female",179,79,63,"Australia","Nike",3,276,0,1,1
27,"Male",168,68,40,"Germany","Saucony",2,305,0,0,0
25,"Male",171,75,30,"Australia","Asics",3,286,0,0,0
30,"Male",162,69,23,"UK","Adidas",2,268,0,0,0
22,"Female",161,72,38,"Australia","Asics",3,276,0,0,0
34,"Female",166,78,33,"Australia","Asics",1,323,0,0,0
25,"Male",174,78,26,"Australia","Brooks",3,237,0,0,0
37,"Female",160,68,58,"Australia","Saucony",2,359,0,0,0
23,"Female",156,61,41,"Kenya","Nike",1,265,0,0,0
28,"Male",172,71,54,"Australia","Nike",0,NA,0,0,0
38,"Female",166,66,35,"Australia","Asics",2,270,0,0,0
21,"Male",167,75,30,"Australia","Asics",2,249,0,0,0
25,"Male",194,88,41,"USA","Nike",2,281,0,0,0
24,"Male",186,79,33,"Australia","Asics",0,NA,0,0,0
26,"Male",162,67,39,"Australia","Brooks",1,252,0,0,0
25,"Male",179,67,60,"UK","Nike",2,233,0,0,0
21,"Female",147,59,49,"Australia","Saucony",1,192,0,0,0
40,"Male",162,71,45,"Kenya","Asics",2,241,0,0,0
32,"Male",176,73,106,"Australia","Brooks",5,289,0,0,1
33,"Male",174,80,97,"Australia","Adidas",0,NA,0,0,0
28,"Male",154,59,24,"Australia","Asics",0,NA,1,1,1
27,"Female",165,68,33,"Australia","Brooks",3,243,0,0,0
51,"Female",178,85,72,"Australia","Adidas",2,356,0,0,0
27,"Male",164,69,44,"Australia","Asics",3,230,0,0,0
26,"Male",176,83,37,"Australia","Adidas",3,297,0,0,0
22,"Male",166,71,69,"Australia","Brooks",2,247,0,1,1
27,"Female",171,77,91,"Australia","Adidas",0,NA,0,0,0
20,"Female",185,80,36,"Kenya","Adidas",1,228,0,0,1
34,"Male",173,76,57,"Australia","Saucony",3,326,0,0,1
25,"Female",191,91,58,"Australia","Adidas",1,245,0,0,0
35,"Male",185,77,29,"Australia","Saucony",4,260,0,1,1
19,"Female",180,80,32,"Australia","Brooks",2,207,0,0,0
28,"Male",182,81,18,"Aus","Brooks",1,217,0,1,1
32,"Female",179,82,74,"Australia","Saucony",2,297,0,0,0
28,"Male",188,84,27,"Australia","Nike",3,334,0,1,1
20,"Male",158,64,37,"Australia","Saucony",2,231,0,0,0
38,"Male",161,67,45,"Australia","Brooks",3,281,0,0,0
29,"Male",149,59,39,"Australia","Saucony",0,NA,0,0,0
24,"Male",157,64,40,"Australia","Brooks",3,260,1,1,1
25,"Male",178,79,68,"Australia","Nike",0,NA,1,1,1
21,"Female",179,73,45,"Australia","Saucony",0,NA,0,0,1
21,"Female",163,69,30,"Australia","Adidas",1,263,0,0,0
27,"Male",164,67,37,"Australia","Adidas",6,282,0,0,0
30,"Female",158,68,20,"Aus","Nike",1,269,0,0,0
39,"Male",153,58,28,"Australia","Asics",1,343,0,0,1
19,"Female",151,59,41,"Australia","Saucony",1,229,0,0,0
41,"Male",167,66,24,"Australia","Adidas",4,306,0,0,0
19,"Male",172,68,18,"Australia","Nike",0,NA,0,0,0
